user_id,item_id,rating,timestamp
1100000000,G47216,0.6,20220100
1100000000,I56110,0.65,20220100
1100000000,I56120,0.7,20220100
1100000000,I56130,0.75,20220100
1100000000,I56140,0.8,20220100
1100000000,G47216,0.6,20220200
1100000000,I56110,0.65,20220200
1100000000,I56120,0.7,20220200
1100000000,I56130,0.75,20220200
1100000000,I56140,0.8,20220200
1100000000,G47216,0.6,20220300
1100000000,I56110,0.65,20220300
1100000000,I56120,0.7,20220300
1100000000,I56130,0.75,20220300
1100000000,I56140,0.8,20220300
1100000000,G47216,0.6,20220400
1100000000,I56110,0.65,20220400
1100000000,I56120,0.7,20220400
1100000000,I56130,0.75,20220400
1100000000,I56140,0.8,20220400
1100000000,G47216,0.6,20230100
1100000000,I56110,0.65,20230100
1100000000,I56120,0.7,20230100
1100000000,I56130,0.75,20230100
1100000000,I56140,0.8,20230100
1100000000,G47216,0.6,20230200
1100000000,I56110,0.65,20230200
1100000000,I56120,0.7,20230200
1100000000,I56130,0.75,20230200
1100000000,I56140,0.8,20230200
1100000000,G47216,0.6,20230300
1100000000,I56110,0.65,20230300
1100000000,I56120,0.7,20230300
1100000000,I56130,0.75,20230300
1100000000,I56140,0.8,20230300
1100000000,G47216,0.6,20230400
1100000000,I56110,0.65,20230400
1100000000,I56120,0.7,20230400
1100000000,I56130,0.75,20230400
1100000000,I56140,0.8,20230400
2600000000,G47216,0.65,20220100
2600000000,I56110,0.7,20220100
2600000000,I56120,0.75,20220100
2600000000,I56130,0.8,20220100
2600000000,I56140,0.8500000000000001,20220100
2600000000,G47216,0.65,20220200
2600000000,I56110,0.7,20220200
2600000000,I56120,0.75,20220200
2600000000,I56130,0.8,20220200
2600000000,I56140,0.8500000000000001,20220200
2600000000,G47216,0.65,20220300
2600000000,I56110,0.7,20220300
2600000000,I56120,0.75,20220300
2600000000,I56130,0.8,20220300
2600000000,I56140,0.8500000000000001,20220300
2600000000,G47216,0.65,20220400
2600000000,I56110,0.7,20220400
2600000000,I56120,0.75,20220400
2600000000,I56130,0.8,20220400
2600000000,I56140,0.8500000000000001,20220400
2600000000,G47216,0.65,20230100
2600000000,I56110,0.7,20230100
2600000000,I56120,0.75,20230100
2600000000,I56130,0.8,20230100
2600000000,I56140,0.8500000000000001,20230100
2600000000,G47216,0.65,20230200
2600000000,I56110,0.7,20230200
2600000000,I56120,0.75,20230200
2600000000,I56130,0.8,20230200
2600000000,I56140,0.8500000000000001,20230200
2600000000,G47216,0.65,20230300
2600000000,I56110,0.7,20230300
2600000000,I56120,0.75,20230300
2600000000,I56130,0.8,20230300
2600000000,I56140,0.8500000000000001,20230300
2600000000,G47216,0.65,20230400
2600000000,I56110,0.7,20230400
2600000000,I56120,0.75,20230400
2600000000,I56130,0.8,20230400
2600000000,I56140,0.8500000000000001,20230400
2700000000,G47216,0.7,20220100
2700000000,I56110,0.75,20220100
2700000000,I56120,0.8,20220100
2700000000,I56130,0.8500000000000001,20220100
2700000000,I56140,0.9,20220100
2700000000,G47216,0.7,20220200
2700000000,I56110,0.75,20220200
2700000000,I56120,0.8,20220200
2700000000,I56130,0.8500000000000001,20220200
2700000000,I56140,0.9,20220200
2700000000,G47216,0.7,20220300
2700000000,I56110,0.75,20220300
2700000000,I56120,0.8,20220300
2700000000,I56130,0.8500000000000001,20220300
2700000000,I56140,0.9,20220300
2700000000,G47216,0.7,20220400
2700000000,I56110,0.75,20220400
2700000000,I56120,0.8,20220400
2700000000,I56130,0.8500000000000001,20220400
2700000000,I56140,0.9,20220400
2700000000,G47216,0.7,20230100
2700000000,I56110,0.75,20230100
2700000000,I56120,0.8,20230100
2700000000,I56130,0.8500000000000001,20230100
2700000000,I56140,0.9,20230100
2700000000,G47216,0.7,20230200
2700000000,I56110,0.75,20230200
2700000000,I56120,0.8,20230200
2700000000,I56130,0.8500000000000001,20230200
2700000000,I56140,0.9,20230200
2700000000,G47216,0.7,20230300
2700000000,I56110,0.75,20230300
2700000000,I56120,0.8,20230300
2700000000,I56130,0.8500000000000001,20230300
2700000000,I56140,0.9,20230300
2700000000,G47216,0.7,20230400
2700000000,I56110,0.75,20230400
2700000000,I56120,0.8,20230400
2700000000,I56130,0.8500000000000001,20230400
2700000000,I56140,0.9,20230400
2800000000,G47216,0.75,20220100
2800000000,I56110,0.8,20220100
2800000000,I56120,0.8500000000000001,20220100
2800000000,I56130,0.9,20220100
2800000000,I56140,0.95,20220100
2800000000,G47216,0.75,20220200
2800000000,I56110,0.8,20220200
2800000000,I56120,0.8500000000000001,20220200
2800000000,I56130,0.9,20220200
2800000000,I56140,0.95,20220200
2800000000,G47216,0.75,20220300
2800000000,I56110,0.8,20220300
2800000000,I56120,0.8500000000000001,20220300
2800000000,I56130,0.9,20220300
2800000000,I56140,0.95,20220300
2800000000,G47216,0.75,20220400
2800000000,I56110,0.8,20220400
2800000000,I56120,0.8500000000000001,20220400
2800000000,I56130,0.9,20220400
2800000000,I56140,0.95,20220400
2800000000,G47216,0.75,20230100
2800000000,I56110,0.8,20230100
2800000000,I56120,0.8500000000000001,20230100
2800000000,I56130,0.9,20230100
2800000000,I56140,0.95,20230100
2800000000,G47216,0.75,20230200
2800000000,I56110,0.8,20230200
2800000000,I56120,0.8500000000000001,20230200
2800000000,I56130,0.9,20230200
2800000000,I56140,0.95,20230200
